Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred,File_Name
S-2020-175561,11/02/2020 16:16,Term 1,Violence,Metropolitan South,Bondi,Indecent Assault,,,Employee reports a member of the public has indecently assaulted a student off school grounds. Police have investigated. #### has been followed. Executive staff are aware.,1,Off site activity,2020-biannual-incident-report-n1.csv
S-2020-175732,12/02/2020 9:07,Term 1,Emergency Situation,Metropolitan South & South West,Glenfield,Flood,,Exposure to Mould,Employee reports a hazard due to the recent heavy rain. A building has experienced physical damage and has since been closed off. The school remains fully operational. Executive staff are aware.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-175737,12/02/2020 9:12,Term 1,Violence,Metropolitan North,Mount Druitt,Assault,,,"A student was assaulted by their xxxxx, on school grounds. The student sustained an injury as a result. First aid was applied. Police and an ambulance are being called. The school will consult the xxxxx xxxxx xxxxx.",1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-175761,12/02/2020 9:22,Term 1,Emergency Situation,Metropolitan North,The Beaches,Utility Failure,,,An executive staff member reports utility failure on school grounds. School is operational. No injuries have been sustained. Director Educational Leadership is aware. The school is managing the matter.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-175856,12/02/2020 10:16,Term 1,Emergency Situation,Metropolitan South,Chullora,Structural Fire,,,A contractor sustained an injury due to a structural fire on school grounds. First aid was applied and the contractor was fine to go home. Emergency services were notified and attended the school. The fire was contained and put out. Minor damage to school property. The school remains operational. An employee developed symptoms due exposure to smoke and has returned back to work. Executive staff are aware. Support is in place.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-175861,12/02/2020 10:21,Term 1,Welfare,Regional South,Wollondilly,Student Welfare Concerns,Absconding / Missing Student,,A student absconded from school grounds. There are no immediate concerns for their welfare. The incident has been reported to police. Support is in place.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-175969,12/02/2020 11:15,Term 1,Violence,Regional South,Macarthur,Assault,,,"A staff member sustained an injury after being assaulted by a student, who also made threats to the staff member on school grounds. First aid was not required. Executive staff are aware.",1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176058,12/02/2020 12:06,Term 1,Violence,Regional North,Tuggerah Lakes,Indecent Assault,,,A student disclosed allegations of indecent assault by another student on school grounds. Carer is aware and has notified police. #### guidelines have been followed. Support are in place.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176244,12/02/2020 14:12,Term 1,Violence,Regional North and West,Taree,Assault,,Threat / Intimidation / Offens. Conduct,A student in a heightened state xxxxx assaulted students and displayed intimidating behaviour towards staff on school grounds. Parents were notified and first aid was administered. Medical treatment has been sought for students involved. Supports will be put in place for students and staff members involved.  Executive staff are aware.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176329,12/02/2020 14:54,Term 1,Violence,Metropolitan South & South West,Eastern Creek,Allegations Of Sexual  Assault,,,A student has reported allegations of ####  assault by another student on school grounds. Parents have taken student to seek medical attention. Police have been notified and are investigating the matter. #### has been followed and supports are in place. Executive staff are aware.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176338,12/02/2020 14:58,Term 1,Violence,Regional North,Blue Mountains,Assault,,,An executive staff member reports a student has xxxxx assaulted another student on school grounds. First aid has been administered. Parents have been contacted. The school is managing the matter and supports are in place. All mandatory reporting has been followed.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176346,12/02/2020 15:02,Term 1,Emergency Situation,Regional North,Blue Mountains,Utility Failure,,,School has been without phone line for XXXX. School has attempted to contact phone provider. Supports to be in place for the school.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176433,12/02/2020 15:38,Term 1,Violence,Regional North,Lake Macquarie East,Indecent Assault,,,A student alleged that another student indecently assaulted them by touching the students? XXXX on school grounds. The incident has been reported to police. #### guidelines have been followed. Support is in place.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176467,12/02/2020 15:53,Term 1,Violence,Regional North,Tuggerah Lakes,Assault,,,A student was injured following an assault that took place between xxxxx students on school grounds. First aid was administered. An ambulance was notified and conveyed the student to hospital. The parents will be meeting the student in hospital. School is managing the matter. Executive staff are aware. Supports are in place.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176583,12/02/2020 16:55,Term 1,Violence,Metropolitan South & South West,Liverpool,Assault,,Child Protection,A xxxxx of a student assaulted the student while in a xxxxx.  Police attended and supports are in place for the student.  xxxxx xxxxx xxxxx will be completed.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176619,13/02/2020 8:15,Term 1,Malicious Use of Technology,Regional North,Mooney Mooney,Nuisance Use of Technology,,,A student allegedly distributed inappropriate images of minors online. #### guidelines have been followed. Supports are in place.  #####.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176620,13/02/2020 8:15,Term 1,Violence,Regional South,Macarthur,Indecent Assault,,,"A student alleged that another student indecently assaulted them by touching their XXXX, while hugging them, at the school disco. #### guidelines have been followed. #####.",1,Off site activity,2020-biannual-incident-report-n1.csv
S-2020-176743,13/02/2020 9:54,Term 1,Emergency Situation,Metropolitan North,Pittwater,Utility Failure,,,"An executive staff member reports of utility interruption for an extended period. Parents have been issued an alternate method of communication. The Director, Educational Leadership is aware. The school remains fully operational.",1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176752,13/02/2020 9:58,Term 1,Violence,Metropolitan South,Iron Cove,Assault,,,"xxxxx students were involved in a physical altercation, resulting in injuries, on school grounds. The students' parents were contacted and one student was conveyed to hospital for treatment. The incident was reported to police. The matter is also being managed locally. Support is in place.",1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176763,13/02/2020 10:04,Term 1,Violence,Regional South,Camden,Indecent Assault,,,A student has alleged that another student has touched them inappropriately over clothing while in the playground. Executive staff were notified and parents have been contacted. Supports are being provided for the student. #####.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176817,13/02/2020 10:30,Term 1,Violence,Regional North,Brisbane Water,Allegations Of Sexual  Assault,,,"A student has disclosed an alleged ####  assault of their sibling, who also attends the school, which occurred off school grounds in the past. Supports are currently in place. #### has been followed. Executive staff are aware. Parents, Police and Director, Educational leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-176862,13/02/2020 10:50,Term 1,Emergency Situation,Metropolitan North,The Forest,Utility Failure,,,school reports power outage and property damage following a storm. School contacted utilities service. Power  is back on. All supports in place for school,1,On workplace grounds,2020-biannual-incident-report-n1.csv
